date,time,magnitude,institution,entity,station_key,station_name,peak_ground_acceleration,quality,file,epicentral_distance,soil_type,depth,earthquake_latitude,earthquake_longitude,location_reference,station_latitude,station_longitude,duration,incidence_angle,hypocentral_distance,azimuth,angle_to_the_nearest_horizontal_sensor,calculated_epicentral_distance,calculated_hypocentral_distance,calculated_incidence_angle,source_off_shore,calculated_azimuth
2018-02-16,23:39:39,7.2,I de I-UNAM,PUE,THEZ,TEHUACAN ESCUELA PRIMARIA EMILIANO ZAPATA,26.77,A,THEZ1802.161,258,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",18.477554,-97.383184,214.0,3.5486819739044466,258.49564793241683,195.58675991367767,14.817108994999815,258.88908631870464,259.3830353260091,3.536525944500219,False,14.904528487115613
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,TNLP,TONALAPA DEL SUR,9.0,A,TNLP1802.161,265,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",18.095563,-99.560805,156.99,3.455173367719379,265.4825794661488,140.50796814434767,37.99267679448809,265.09759138109536,265.5799935161875,3.453904481459718,False,-38.16360747922323
2018-02-16,23:39:39,7.2,I de I-UNAM,TLA,TOTO,SAN JUAN TOTOLAC,26.95,A,TOTO1802.161,345,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.330241,-98.256828,334.0,2.6552929865329467,345.3708152117084,175.52947095289875,4.221317720516173,345.42148646478097,345.7918496892876,2.652057602338668,False,-4.2472318550357215
2018-02-16,23:39:39,7.2,I de I-UNAM,MIC,URUA,URUAPAN,3.07,A,URUA1802.161,557,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.421758,-102.074059,184.0,1.6453868072455768,557.2297551279903,128.27323945871035,40.256764894640966,557.6419191045038,557.8714098630203,1.643493790253275,False,-49.91450503061435
2018-02-16,23:39:39,7.2,I de I-UNAM,TAB,VHSA,VILLAHERMOSA SECUNDARIA IM ALTAMIRANO,2.67,A,VHSA1802.161,574,blando,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.982551,-92.938748,252.0,1.5966814490799308,574.222953215909,250.8268351619432,20.724984278121283,574.2810724624935,574.5039165999408,1.5959003837306347,False,69.38771894005764
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,VIGA,LAS VIGAS,36.28,B,VIGA1802.164,143,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.758703,-99.233268,249.0,6.384163939512459,143.8923208513922,113.90691863607005,24.98302666326454,143.32270157362652,144.2130257166904,6.369907811169576,False,-65.15151638187972
2018-02-16,23:39:39,7.2,I de I-UNAM,VER,XALA,XALAPA,5.9,A,XALA1802.161,385,basalto,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.529875,-96.901973,337.0,2.379753907302149,385.3323241047914,198.5527127622288,17.54668691783935,385.0126400349483,385.3449532388879,2.3796758693665065,False,17.647960435254618
2018-02-16,23:39:39,7.2,I de I-UNAM,GUA,ACAM,ACAMBARO,2.44,A,ACAM1802.161,510,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",20.043186,-100.716777,239.0,1.7969252726959732,510.25091866649296,144.75097084504068,33.47489859043651,510.9308786670894,511.1813404023313,1.7936535468468149,False,-33.63592015240232
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,ACAZ,ACAPULCO LA ZANJA,29.0,A,ACAZ1802.161,199,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.788528,-99.790152,180.0,4.596807529709468,199.64217991196148,107.80314121695096,18.767796843966,199.90997229689145,200.54923840230333,4.575972339233012,False,-71.3385103954886
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,ACP2,ACAPULCO PREPARATORIA No. 2,18.01,A,ACP21802.161,212,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.874294,-99.886505,197.0,4.316027519865624,212.60291625469296,109.31011475445166,20.343836189139765,212.70396166358623,213.30488814695357,4.301796972567767,False,-69.7697922851674
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,ACAC,ACAPULCO CENTRO CULTURAL,43.42,A,ACAC1802.161,208,arena - limo - arcilla,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.84851,-99.85157,141.0,4.398705354995532,208.6144769664848,108.93341825574664,19.94826064993191,208.24203467358265,208.8557995483812,4.393612876310906,False,-70.16369179496601
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,ACAD,ACAPULCO ESCUELA DIANA,27.87,B,ACAD1802.161,210,limo arenoso,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.86225,-99.87147,135.0,4.356975005846298,210.6086417980041,109.12395841028166,20.14871348122508,210.74752126445512,211.35401041643843,4.341580013003095,False,-69.96417046849359
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,AGCA,AGUACALIENTE,9.83,A,AGCA1802.161,187,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.83733,-99.64526,139.0,4.89040205805385,187.6832437912346,110.78411949149182,21.82955976463613,187.18593389560675,187.86850148007903,4.885567890357058,False,-68.2912574442084
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,ATYC,ATOYAC,7.95,A,ATYC1802.161,280,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.213361,-100.432269,127.0,3.2704879231835657,280.4567702873297,112.3679268162346,23.59639282076445,280.4796385390063,280.9356289881574,3.264907284082215,False,-66.53140730515963
2018-02-16,23:39:39,7.2,I de I-UNAM,JAL,CDGU,CIUDAD GUZMÁN,1.04,A,CDGU1802.161,692,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.699521,-103.447815,121.0,1.3245219122911984,692.1849463835515,122.64585826083083,34.77372534151817,692.6069151897481,692.7916995523683,1.3233616777345705,False,-55.38743376337631
2018-02-16,23:39:39,7.2,I de I-UNAM,PUE,CHFL,CHILA DE LAS FLORES,13.63,A,CHFL1802.161,194,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.969493,-97.865638,287.0,4.714754518704946,194.65867563507155,184.82549934363,4.591722486674139,194.47607094440195,195.13313959953612,4.703264797312811,False,4.619999749388313
2018-02-16,23:39:39,7.2,I de I-UNAM,CHP,CHPA,PREPARATORIA ARRIAGA,1.72,A,CHPA1802.162,438,unknown,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.247374,-93.912575,166.0,2.0920662794801457,438.2921400162225,269.58966666716765,1.0005980208506031,438.4331236803057,438.7249752864204,2.0900013819574346,False,89.00198147699598
2018-02-16,23:39:39,7.2,I de I-UNAM,COL,COMA,COMALA,3.57,A,COMA1802.161,699,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.325266,-103.760813,122.0,1.3112623987924543,699.1830947613079,118.39772783692098,30.439712897794884,699.6786013342032,699.8615185627704,1.3099910805162098,False,-59.70989049315557
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,COMD,LA COMUNIDAD,4.23,A,COMD1802.161,340,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",18.122359,-100.523804,162.0,2.6942842898561006,340.3762623920769,127.1845680777982,38.81460533225815,340.19912419035313,340.57516659304935,2.6927096023008392,False,-51.35638856372941
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,COPL,COPALA,27.98,A,COPL1802.162,112,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.61081,-98.98399,246.0,8.130102354155978,113.1370849898476,112.03585252384175,23.01399565131632,112.40424769283136,113.53728418185536,8.101252295739991,False,-67.11260206018486
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,COYC,COYUCA,7.68,A,COYC1802.161,237,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.997788,-100.089963,159.0,3.862209053865167,237.53947040439405,110.58299841486934,21.69396415050097,237.77740238614376,238.31511300272612,3.849619767294224,False,-68.42585243837718
2018-02-16,23:39:39,7.2,I de I-UNAM,DIF,CTCL,CATEDRAL CAMPO LIBRE,16.33,A,CTCL1802.161,375,monumento arqueológico,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.43452,-99.13351,302.0,2.443138112502836,375.3411781299782,160.8017176873676,18.17090662991056,375.27065851757055,375.61159080120393,2.441378167422864,False,-18.275428741708424
2018-02-16,23:39:39,7.2,I de I-UNAM,DIF,CUP5,IDEI PATIO 5,6.68,A,CUP51802.161,366,roca basaltica,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.33024,-99.181076,212.0,2.503139779584906,366.3495598468763,159.43611108652055,19.483794423693045,366.0245707670273,366.3741071707805,2.5029719606803207,False,-19.594607619671365
2018-02-16,23:39:39,7.2,I de I-UNAM,JAL,GDLP,UNIVERSIDAD PANAMERICANA,1.67,B,GDLP1802.161,756,blando,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",20.682533,-103.4422,121.0,1.212428089944929,756.1692932141585,129.4336908779244,41.75576191043968,756.8315067891193,757.000614047762,1.2110964305866998,False,-48.41550554463561
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,HMTT,HUAMUXTITLÁN,20.92,A,HMTT1802.161,184,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.798341,-98.559717,295.0,4.969740728110304,184.6943420898432,160.93319382516313,18.21029518126232,184.3120309755111,185.00520198718127,4.961369237511539,False,-18.315433417461634
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,HUAM,HUAMELULA,8.63,A,HUAM1802.162,251,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.031121,-95.670297,212.0,3.647385652456866,251.5094431626773,94.5598961264098,4.41970369645496,251.4975147683037,252.00595218096163,3.640189779308189,False,94.39050173516007
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,JAMI,JAMILTEPEC,564.15,A,JAMI1802.161,21,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.284353,-97.820692,135.0,37.30394827798343,26.40075756488817,251.0095960392727,19.747838226258366,21.87996839934381,27.105959070954928,36.17660404711204,False,70.36459438187862
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,LANE,LAS NEGRAS,61.38,A,LANE1802.161,93,roca sedimentaria,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",15.947684,-97.187204,203.0,9.761774775042246,94.36630754670864,108.11508660519758,18.687239415406395,93.32900638745338,94.69056675967948,9.728020926922216,False,108.5790714598935
2018-02-16,23:39:39,7.2,BUAP,PUE,LMPP,"LOMAS DEL MARMOL, PUEBLA",4.48,A,LMPP1802.161,308,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.00147,-98.18227,232.0,2.973731082480109,308.4153044192197,176.5302356784025,3.282328733032147,308.58395584386017,308.99847540763926,2.968113746928136,False,-3.3025271116763406
2018-02-16,23:39:39,7.2,I de I-UNAM,VER,MIHL,MINATITLAN ESCUELA HIJAS DE LERDO,9.72,A,MIHL1802.161,418,blando,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.988778,-94.54387,358.0,2.192069720224424,418.3061080118243,242.96182085641905,28.603509786744816,418.0229616647976,418.3290528746585,2.191949429052953,False,61.54234393266394
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,NILT,NILTEPEC,4.8,A,NILT1802.162,364,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.565153,-94.616947,181.0,2.5168756569395168,364.3514786576281,264.1642094588638,6.558825959122657,364.8547184760306,365.20537454180976,2.5109871117634506,False,83.47838190005848
2018-02-16,23:39:39,7.2,I de I-UNAM,MIC,NITA,NUEVA ITALIA,4.21,A,NITA1802.161,531,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.020738,-102.085089,126.0,1.725904296046073,531.2409999237634,124.54215044656428,36.44104419239666,531.8755877850413,532.1161911478387,1.7230647805030737,False,-53.72473694549994
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,NUX2,NUXCO 2,2.83,A,NUX21802.161,316,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.216711,-100.79117,122.0,2.898576799281709,316.4048040090416,109.7760435597806,20.97263130766268,316.16271977165195,316.5673157061672,2.8970875280554225,False,-69.14328073737607
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OAXM,OAXACA FACULTAD DE MEDICINA,85.82,B,OAXM1802.161,168,aluvial,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.082872,-96.718744,216.0,5.440332031005506,168.7601848778319,236.2578418162049,35.068870926375645,168.04468826795036,168.80467189942527,5.438893955520568,False,55.096723704859585
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,OCLL,OCOTILLO,10.47,A,OCLL1802.161,218,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.036585,-99.878515,123.0,4.197668357160927,218.5863673699712,113.6974409643737,24.875836092831392,218.63361498245885,219.21828755899463,4.185546526779117,False,-65.25771030715711
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXAE,OAXACA AEROPUERTO,99.44,A,OXAE1802.161,162,blando,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.001551,-96.721608,250.0,5.640549432156823,162.78820596099706,238.7625885473441,32.5140516030649,162.85277887782345,163.63687722585414,5.611201672822354,False,57.64547941870387
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXAL,ALAMEDA DE LEON,37.34,A,OXAL1802.161,166,unknown,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.06148,-96.726042,186.0,5.505477857978346,166.76930173146374,236.76912857375123,34.54673743208684,166.0695212925337,166.83850245770998,5.503187264289794,False,55.617729862900205
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXBJ,ESCUELA PRIMARIA BENITO JUÁREZ,27.18,A,OXBJ1802.161,166,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.067337,-96.723804,225.0,5.505477857978346,166.76930173146374,236.6328593193894,34.68598467246618,166.6300746253277,167.39648075644325,5.484787301057175,False,55.47878839029718
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXCU,OAXACA CIUDAD UNIVERSITARIA,101.44,A,OXCU1802.161,166,arcilla,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.048881,-96.713269,226.0,5.505477857978346,166.76930173146374,237.42037744091985,33.885372001884775,166.42774143608108,167.19507504563362,5.49141465154891,False,56.27756919056223
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXJM,JALAPA DEL MARQUES,15.12,A,OXJM1802.162,275,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.445191,-95.444705,179.0,3.3298187288516927,275.4650613054222,264.94576113091404,5.62592289860315,275.6383015539849,276.102287718819,3.3221250865627168,False,84.40637514357611
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXPC,OAXACA PROTECCIÓN CIVIL,75.88,A,OXPC1802.161,165,blando,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.051219,-96.722974,134.06,5.538637532790516,165.77394246382633,237.15197666688016,34.15717306217575,165.70882892464206,166.47947616320846,5.515092077551324,False,56.00640985035062
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXPM,ESCUELA PRIMARIA MUGICA,52.21,A,OXPM1802.161,166,unknown,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.061391,-96.716899,228.0,5.505477857978346,166.76930173146374,236.95748683275943,34.35654776839379,166.87169768301865,167.63699916072457,5.476893888704931,False,55.807484793985225
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXTO,INSTITUTO TECNOLOGICO DE OAXACA,65.48,A,OXTO1802.162,165,aluvial,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.078389,-96.744158,305.0,5.538637532790516,165.77394246382633,235.8696837878041,35.459087622541624,165.53888206737886,166.3103168060165,5.520719063906731,False,54.707340849515944
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,OXXO,XOXOCOTLÁN,78.28,A,OXXO1802.164,163,unknown,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.026234,-96.726179,245.0,5.6061659514665925,163.783393541592,237.87767788754888,33.416517334789944,163.9071651535515,164.68624347125538,5.575333943683411,False,56.74530858027346
2018-02-16,23:39:39,7.2,I de I-UNAM,VER,OZST,ORIZABA ESCUELA SECUNDARIA TÉCNICA NÚM. 84,23.56,A,OZST1802.161,308,blando,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",18.860758,-97.094119,265.0,2.973731082480109,308.4153044192197,199.1821184133916,18.21470260345608,308.34419768624383,308.7590391337125,2.9704175215536366,False,18.319519812543803
2018-02-16,23:39:39,7.2,I de I-UNAM,PUE,PBP2,PASEO NICOLAS BRAVO PUEBLA. S-2,13.84,A,PBP21802.16138,313,terreno libre,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.045439,-98.208468,379.0,2.9263106260922105,313.4086788842964,176.05537431019167,3.730711447909208,313.61388298911413,314.0217629456751,2.9205924510095898,False,-3.753651170910274
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,PET2,PETATLAN II,2.4,A,PET21802.161,375,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",17.535396,-101.262608,132.0,2.443138112502836,375.3411781299782,112.07077790118774,23.42878557405838,375.6424971676135,375.98309227719335,2.4389644309995973,False,-66.69756550995766
2018-02-16,23:39:39,7.2,I de I-UNAM,PUE,PHPU,"PARQUE HABANA, PUEBLA",23.97,A,PHPU1802.161,313,unknown,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.044223,-98.168466,247.0,2.9263106260922105,313.4086788842964,176.8615301501688,2.968147537217673,313.22809652479646,313.63647819178686,2.9241833507973367,False,-2.98641776146755
2018-02-16,23:39:39,7.2,I de I-UNAM,JAL,PUVA,PUERTO VALLARTA,0.81,A,PUVA1802.162,904,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",20.626163,-105.219166,122.0,1.013978722785302,904.141581833288,121.456770466384,33.91410325704055,903.9673525525031,904.1089394983226,1.014015335728404,False,-56.2434177852664
2018-02-16,23:39:39,7.2,I de I-UNAM,PUE,PZPU,"CERRO LA PAZ, PUEBLA",17.9,A,PZPU1802.161,314,roca (cono volcánico),16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.055379,-98.227092,230.0,2.917007286627713,314.407379048266,175.69501221281035,4.071403523487541,314.84781347118894,315.2540969560722,2.909165961530462,False,-4.096423601847988
2018-02-16,23:39:39,7.2,I de I-UNAM,PUE,RABO,RABOSO,14.14,A,RABO1802.162,264,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",18.569078,-98.445409,305.0,3.468229258917148,264.48440407706465,169.59044169370742,9.879450892255218,264.21832111095256,264.702325661658,3.465370480314124,False,-9.939231624429908
2018-02-16,23:39:39,7.2,BUAP,PUE,RFPP,"RIO SAN FRANCISCO, PUEBLA",15.79,B,RFPP1802.161,313,estructura,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.043493,-98.191493,126.16,2.9263106260922105,313.4086788842964,176.39539386185106,3.40909357585668,313.2852076481583,313.69351496508443,2.9236512042990404,False,-3.4300658158763895
2018-02-16,23:39:39,7.2,BUAP,PUE,SAPP,"SAN ALEJANDRO, PUEBLA",40.88,B,SAPP1802.161,315,depósitos lacustres,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.057785,-98.215377,69.54,2.907762863496253,315.40608744918035,175.93375048748044,3.8454996736612617,315.02647968065764,315.432533039932,2.9075188696890346,False,-3.8691401134479406
2018-02-16,23:39:39,7.2,I de I-UNAM,CHP,SCCB,SAN CRISTOBAL DE LAS CASAS CB 11,2.78,A,SCCB1802.161,577,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.70858,-92.625515,185.0,1.58838407629999,577.221794460327,264.7975220490325,6.183605839534366,577.8885338792152,578.1099874496797,1.5859431008357316,False,83.849600898438
2018-02-16,23:39:39,7.2,I de I-UNAM,OAX,SCRU,SALINA CRUZ,6.68,A,SCRU1802.1643,299,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.187519,-95.209239,145.0,3.063073413259924,299.4277876216568,90.62273348146778,0.2570410808388175,299.86442739576256,300.29098357657784,3.0542601499579423,False,90.25305650865374
2018-02-16,23:39:39,7.2,I de I-UNAM,DIF,SCT2,SCT B-2.,22.45,A,SCT21802.161,371,arcilla,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.394694,-99.148678,289.0,2.4694467889445724,371.3448532025185,160.33586833320498,18.618872654738905,371.6129371884253,371.9572221180931,2.465378721142338,False,-18.72549441927282
2018-02-16,23:39:39,7.2,I de I-UNAM,GRO,SJLL,SAN JUAN DE LOS LLANOS,480.17,A,SJLL1802.162,71,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",16.657822,-98.498463,357.0,12.699584489597363,72.78049189171504,132.2054720189517,43.465771560985566,71.07382960221489,72.85251714474029,12.686819701816091,False,-46.71098239196817
2018-02-16,23:39:39,7.2,I de I-UNAM,MEX,SLPA,SAN LUCAS PATHE,2.2,A,SLPA1802.161,453,roca,16.0,16.218,-98.0135,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",19.928698,-99.833027,126.0,2.0228510965436075,453.2824726370964,153.8791486701968,24.71597543228985,453.6113322862416,453.8934244715372,2.020127159094,False,-24.849392036122026
2014-07-07,11:23:58,6.9,I de I-UNAM,PUE,CHFL,CHILA DE LAS FLORES,0.92,B,CHFL1407.071,663,roca,60.0,14.6502,-92.5572,"43 km al SUROESTE de TAPACHULA, CHIS",17.969493,-97.865638,183.0,5.171052418002491,665.7093960580697,122.01717335537904,33.808208781714306,675.7397306822213,678.3982485402516,5.074076269329843,True,-56.35371163151376
